,NAME,host_identity_verified,host.name,neighbourhood.group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room.type,Construction.year,price,service.fee,minimum.nights,number.of.reviews,reviews.per.month,review.rate.number,calculated.host.listings.count,availability.365
50237,Modern stay w. 30 Min. to City Downtown on #4 line,verified,Lexia,Brooklyn,East Flatbush,40.66296,-73.92896,TRUE,flexible,Entire home/apt,2004,$351 ,$70 ,10,107,1.55,3,4,124
4500,Your own studio apt in Upper East,unconfirmed,Susana,Manhattan,Upper East Side,40.7759,-73.94227,FALSE,strict,Entire home/apt,2018,$351 ,$70 ,7,100,1.61,5,1,299
51087,The Melo Place,unconfirmed,Kermoni,Brooklyn,Canarsie,40.64601,-73.90387,TRUE,moderate,Entire home/apt,2005,$351 ,$70 ,2,46,4.98,2,1,255
53996,PRIVATE ROOM IN THE HEART OF NY,unconfirmed,Brenda,Queens,Ditmars Steinway,40.77435,-73.91165,FALSE,strict,Private room,2014,$351 ,$70 ,1,2,2,2,28,359
61537,#2 PRIVATE LUXURY BEDROOM - Full Size Bed,verified,Christian,Queens,Laurelton,40.67915,-73.75358,TRUE,strict,Private room,2020,$351 ,$70 ,3,4,1.04,2,4,365
61376,Private Apt~Patio~Prospect Park~Staycation~Oh My!!,unconfirmed,Smith,Brooklyn,Prospect-Lefferts Gardens,40.663,-73.95386,TRUE,moderate,Entire home/apt,2010,$350 ,$70 ,2,33,1.34,2,1,297
18599,"Bright, Modern, Cozy Room in Brooklyn Artist's Apt",verified,Kaitlyn,Brooklyn,Bedford-Stuyvesant,40.69918,-73.94513,FALSE,moderate,Private room,2022,$350 ,$70 ,2,159,4.56,4,1,153
5620,Serenity Near Manhattan,verified,Jae (Owen's Wife),Brooklyn,Bedford-Stuyvesant,40.68407,-73.95487,TRUE,moderate,Entire home/apt,2016,$350 ,$70 ,3,146,2.51,1,2,84
39515,Verona TwentyOne - Kendal Garden,verified,Norman,Brooklyn,Bedford-Stuyvesant,40.68012,-73.94837,TRUE,flexible,Entire home/apt,2004,$350 ,$70 ,2,18,3.94,2,3,299
75763,"Bright, Modern, Cozy Room in Brooklyn Artist's Apt",verified,Kaitlyn,Brooklyn,Bedford-Stuyvesant,40.69918,-73.94513,FALSE,flexible,Private room,2022,$350 ,$70 ,2,159,4.56,4,1,153
17892,PRIVATE BEDROOM FOR  1 OR 2,unconfirmed,Johno,Brooklyn,Flatbush,40.64943,-73.96202,TRUE,flexible,Private room,2015,$350 ,$70 ,2,41,1.15,4,1,355
22232,Boho 1 bed apt in BK brownstone with back yard,unconfirmed,Maxyne,Brooklyn,Clinton Hill,40.69345,-73.96632,TRUE,strict,Entire home/apt,2003,$350 ,$70 ,5,3,0.12,3,1,0
59430,Lofty spacious sun drenched home,unconfirmed,Yael,Brooklyn,Bedford-Stuyvesant,40.69306,-73.95917,TRUE,moderate,Entire home/apt,2018,$350 ,$70 ,3,14,0.42,3,1,88
60313,Beachfront Cozy 5 star Studio,unconfirmed,Weifeng(Daniel),Staten Island,Arrochar,40.58731,-74.07161,TRUE,moderate,Entire home/apt,2015,$350 ,$70 ,2,77,5.19,3,6,0
35702,"Cute, book-filled, apartment in Williamsburg",unconfirmed,Samridhi,Brooklyn,Williamsburg,40.71019,-73.95684,FALSE,strict,Entire home/apt,2013,$350 ,$70 ,5,2,0.21,4,1,0
21113,Financial District Luxury Experience,verified,Audrey,Manhattan,Financial District,40.70932,-74.00536,FALSE,moderate,Private room,2014,$349 ,$70 ,5,2,0.11,3,2,365
68916,Inviting Brooklyn Studio,unconfirmed,Jessamine,Brooklyn,Crown Heights,40.66863,-73.95046,FALSE,strict,Entire home/apt,2007,$349 ,$70 ,3,3,0.16,3,1,89
78277,Financial District Luxury Experience,verified,Audrey,Manhattan,Financial District,40.70932,-74.00536,FALSE,moderate,Private room,2014,$349 ,$70 ,5,2,0.11,3,2,365
64790,Loft style designer bedroom,unconfirmed,Apollo,Manhattan,Lower East Side,40.7185,-73.98597,TRUE,strict,Private room,2016,$349 ,$70 ,15,7,0.26,2,4,292
53118,The Cozy Blue House - Charming Home Near SI Ferry,unconfirmed,Paula,Staten Island,Grymes Hill,40.61169,-74.08928,TRUE,moderate,Entire home/apt,2020,$349 ,$70 ,2,61,4.02,3,1,157
89880,3 Cozy Zen Rooms In Beautiful Apt.,verified,Nikki,Brooklyn,Bedford-Stuyvesant,40.6892,-73.95352,FALSE,moderate,Private room,2014,$349 ,$70 ,2,3,0.09,5,4,189
52152,Lovely Gem in Hell's Kitchen Midtown Manhattan,unconfirmed,Carla,Manhattan,Hell's Kitchen,40.76474,-73.9927,TRUE,moderate,Entire home/apt,2009,$349 ,$70 ,5,61,1.92,4,1,13
38230,"Beautiful, large Vinegar Hill apartment.",unconfirmed,Caspar,Brooklyn,Navy Yard,40.70159,-73.9801,FALSE,flexible,Private room,2006,$349 ,$70 ,6,1,0.15,2,1,0
2802,(1) CLEAN HOME AWAY FROM HOME!,unconfirmed,Terri,Queens,Flushing,40.75431,-73.83131,FALSE,strict,Private room,2019,$348 ,$70 ,1,116,1.63,1,2,235
56970,Bright One BR w/ Balcony | Bohemian Brooklyn Apt,verified,Mateo,Brooklyn,Bedford-Stuyvesant,40.6893,-73.95181,FALSE,moderate,Entire home/apt,2015,$348 ,$70 ,30,77,1.15,2,1,126
15410,Wonderful East Village Bedroom,unconfirmed,Mike,Manhattan,East Village,40.72803,-73.98853,TRUE,moderate,Private room,2013,$348 ,$70 ,1,32,0.85,4,1,272
62728,Private bedroom in relaxed apt in Upper Manhattan,verified,Eve,Manhattan,Washington Heights,40.837,-73.94209,TRUE,strict,Private room,2018,$348 ,$70 ,1,5,0.2,5,1,267
25899,Cozy 2 Bedroom Apt in NYC's hippest neighborhood,verified,Kayla,Manhattan,East Village,40.72405,-73.97747,FALSE,moderate,Entire home/apt,2010,$348 ,$70 ,4,6,0.26,2,1,0
29652,Newly Renovated Studio Apartment,unconfirmed,Paul,Manhattan,Tribeca,40.7118,-74.0083,TRUE,strict,Entire home/apt,2010,$348 ,$70 ,30,1,0.09,5,1,328
91946,Manhattan Art Haven,unconfirmed,Kelli,Manhattan,Upper East Side,40.76999,-73.94928,TRUE,flexible,Entire home/apt,2010,$348 ,$70 ,1,89,3.72,3,1,0
85232,Wonderful East Village Bedroom,verified,Mike,Manhattan,East Village,40.72803,-73.98853,FALSE,strict,Private room,2013,$348 ,$70 ,1,32,0.85,4,1,272
72773,"Beautiful, Secure, Central NYC Apartment!",unconfirmed,George,Manhattan,Midtown,40.75287,-73.97439,FALSE,strict,Entire home/apt,2019,$347 ,$69 ,10,3,0.13,2,1,14
29333,Pleasant & Low-priced place  in Manhattan,verified,Carlina,Manhattan,Harlem,40.82645,-73.94984,TRUE,flexible,Private room,2017,$347 ,$69 ,1,41,2.24,2,4,132
39436,Comfy & Modern Private Bedroom w/ Bunkbed,verified,Jay,Brooklyn,Bedford-Stuyvesant,40.67999,-73.90701,TRUE,moderate,Private room,2011,$347 ,$69 ,1,3,1.5,3,6,163
32727,1 Bdrm in Beautiful Brownstone filled with light,unconfirmed,Lucia,Brooklyn,Bedford-Stuyvesant,40.68332,-73.93627,TRUE,strict,Private room,2007,$347 ,$69 ,3,7,0.54,4,1,0
18273,"Beautiful, Spacious Studio In VERY Convenient Area",unconfirmed,Kristy,Manhattan,Upper East Side,40.76347,-73.96514,TRUE,moderate,Entire home/apt,2004,$347 ,$69 ,4,10,0.28,2,1,329
54522,Stylish 2 bedroom apartment with parking,unconfirmed,Salma,Brooklyn,Gerritsen Beach,40.58994,-73.92364,TRUE,flexible,Entire home/apt,2015,$347 ,$69 ,1,25,4.44,5,1,344
63263,Cozy Queens 1 Bedroom 15 Min From Manhattan,verified,Charles,Queens,Sunnyside,40.74536,-73.91245,TRUE,flexible,Entire home/apt,2013,$346 ,$69 ,30,1,0.17,5,1,0
90167,NYC from Astoria Queens,verified,Ana,Queens,Ditmars Steinway,40.77307,-73.91822,TRUE,moderate,Private room,2020,$346 ,$69 ,3,3,0.1,1,2,343
21814,Your Home Away From Home!,unconfirmed,Serena,Queens,Flushing,40.76199,-73.79465,TRUE,moderate,Entire home/apt,2012,$346 ,$69 ,3,75,3.07,3,2,174
52717,Cozy artful loft in the heart of Bed Stuy,verified,Marisa,Brooklyn,Bedford-Stuyvesant,40.67831,-73.93989,FALSE,flexible,Entire home/apt,2006,$346 ,$69 ,3,5,1.11,3,1,0
51357,Di “ Comfy corner room,unconfirmed,Brian,Bronx,Mount Hope,40.84683,-73.90759,FALSE,flexible,Private room,2003,$346 ,$69 ,2,2,2,4,3,338
81952,Cozy and bright room in Morningside Heights,verified,Claudia,Manhattan,Morningside Heights,40.81254,-73.96025,FALSE,moderate,Private room,2004,$346 ,$69 ,7,1,0.04,5,1,0
81574,Warm Comfy Queen Bedroom in Crown Heights 3GR,unconfirmed,Yan,Brooklyn,Crown Heights,40.66964,-73.9216,TRUE,strict,Private room,2020,$346 ,$69 ,1,65,2.75,4,12,30
25360,Private Room in Artsy space in Bedstuy W/Mini Bar!,verified,James,Brooklyn,Bedford-Stuyvesant,40.6867,-73.94212,FALSE,strict,Private room,2022,$346 ,$69 ,3,8,0.34,4,1,0
91468,Cabins at Chelsea (NYC),unconfirmed,Maria,Manhattan,Chelsea,40.74819,-73.9954,FALSE,moderate,Private room,2020,$346 ,$69 ,1,147,5.08,2,5,292
4277,"Safe Clean Sunny, 15 min Manhattan",verified,Delia,Queens,Astoria,40.76123,-73.92177,FALSE,moderate,Private room,2007,$346 ,$69 ,50,30,0.48,3,1,258
83340,Green Oasis 15 min from Downtown Manhattan!,unconfirmed,Nik,Brooklyn,Williamsburg,40.71244,-73.94384,TRUE,flexible,Entire home/apt,2019,$346 ,$69 ,6,2,0.11,5,1,0
87507,Gorgeous 2 Bedroom New York City Apartment!,verified,Kara,Manhattan,Hell's Kitchen,40.76062,-73.99741,TRUE,moderate,Entire home/apt,2006,$346 ,$69 ,30,1,0.24,5,121,185
75299,"Absolutely stunning 3bed 1ba, Thank me later!",verified,Shayaa,Brooklyn,Bushwick,40.69269,-73.92178,TRUE,flexible,Entire home/apt,2014,$346 ,$69 ,1,24,7.58,2,1,296
94953,"Authentic, downtown Manhattan loft condo",verified,Leslie,Manhattan,East Harlem,40.80083,-73.93778,TRUE,strict,Entire home/apt,2009,$346 ,$69 ,1,5,0.57,2,1,352
22683,"Clean, Modern Duplex Upper East Side with Patio",verified,Yosef,Manhattan,Upper East Side,40.7839,-73.94823,FALSE,moderate,Private room,2005,$346 ,$69 ,2,36,1.38,3,1,3
85079,"Comfy Brooklyn apt, near train and Manhattan",unconfirmed,Brandee,Brooklyn,Bedford-Stuyvesant,40.68264,-73.94238,TRUE,flexible,Entire home/apt,2012,$346 ,$69 ,4,123,3.25,3,1,89
98165,Private Room in Charming NYC Guest Suite (single),verified,Nina,Staten Island,Clifton,40.61706,-74.08567,TRUE,strict,Private room,2014,$346 ,$69 ,2,8,0.77,5,7,37
40881,Loft on the Best Block of the Lower East Side,verified,Sivan,Manhattan,Chinatown,40.71683,-73.99172,TRUE,moderate,Entire home/apt,2022,$346 ,$69 ,3,15,3.04,2,1,15
82524,Private Room in Artsy space in Bedstuy W/Mini Bar!,verified,James,Brooklyn,Bedford-Stuyvesant,40.6867,-73.94212,TRUE,flexible,Private room,2022,$346 ,$69 ,3,8,0.34,4,1,0
91706,Private BR in South Harlem close to 2/3,verified,Laura And Robert,Manhattan,Harlem,40.80339,-73.95034,FALSE,flexible,Private room,2019,$345 ,$69 ,3,9,0.42,3,1,0
19647,"Huge space across from park, easy to Manhattan",verified,Megan,Brooklyn,Prospect-Lefferts Gardens,40.65776,-73.96174,FALSE,flexible,Private room,2016,$345 ,$69 ,20,3,0.39,4,1,35
55833,"Lovely Bedroom in the Bedstuy, Brooklyn!",verified,Pia,Brooklyn,Bedford-Stuyvesant,40.68792,-73.92839,FALSE,flexible,Private room,2007,$345 ,$69 ,2,1,0.91,3,1,15
69256,"Exciting Lower East Side, Loft Life",verified,Stephanie,Manhattan,Lower East Side,40.71986,-73.9869,FALSE,strict,Entire home/apt,2015,$345 ,$69 ,4,13,0.15,5,1,195
2120,"BIG, COMFY, PRIV. room, Big apt, yard, Will-B dplx",unconfirmed,M,Brooklyn,Williamsburg,40.71149,-73.94504,TRUE,moderate,Private room,2004,$345 ,$69 ,2,7,0.09,5,4,17
76811,"Huge space across from park, easy to Manhattan",verified,Megan,Brooklyn,Prospect-Lefferts Gardens,40.65776,-73.96174,FALSE,moderate,Private room,2016,$345 ,$69 ,20,3,0.39,4,1,35
40702,Affordable Manh. Studio for 2 for weekend(or week),unconfirmed,Janu,Manhattan,Harlem,40.8013,-73.95474,TRUE,moderate,Entire home/apt,2020,$345 ,$69 ,3,2,0.95,3,3,49
70279,*Sunny Master BD* in Garden Duplex,verified,Mitty,Brooklyn,Prospect Heights,40.67942,-73.97078,FALSE,moderate,Private room,2008,$345 ,$69 ,7,13,0.17,3,4,204
56309,BRIGHT LUXURIOUS MASTER BEDROOM,verified,Shuly,Queens,Ditmars Steinway,40.77253,-73.90472,TRUE,strict,Private room,2014,$345 ,$69 ,2,145,2.58,2,6,335
60385,Beautiful Private Room in NYC near RUMC F2R2,verified,Aicha,Staten Island,Tompkinsville,40.63235,-74.09291,FALSE,moderate,Private room,2019,$345 ,$69 ,3,8,0.65,3,10,277
23833,"Bright UES Studio, avail short or long term",verified,Natallia,Manhattan,Upper East Side,40.76327,-73.9612,FALSE,moderate,Entire home/apt,2017,$344 ,$69 ,6,5,0.21,2,1,0
51653,MACON 2 - BEAUTIFUL NEW QUEEN SIZE MODERN ROOM,verified,Christopher,Brooklyn,Bedford-Stuyvesant,40.68516,-73.91726,TRUE,strict,Private room,2016,$344 ,$69 ,1,9,7.11,3,4,85
74732,Ladies Shared Cozy Space,verified,Brianna,Manhattan,Kips Bay,40.74433,-73.97868,TRUE,strict,Shared room,2008,$344 ,$69 ,2,1,0.5,4,3,365
44477,Fantastic 2 Bedroom Apartment,unconfirmed,Matt,Manhattan,Kips Bay,40.7432,-73.97703,TRUE,flexible,Entire home/apt,2004,$344 ,$69 ,1,4,2.14,3,1,144
72195,Beautiful Loft w/ Waterfront View!,unconfirmed,Anthony,Brooklyn,Williamsburg,40.71268,-73.96676,FALSE,strict,Private room,2003,$344 ,$69 ,2,232,5,4,3,64
56560,Long term co-living apt close to Manhattan,unconfirmed,Stephon & Luke,Brooklyn,Bedford-Stuyvesant,40.679,-73.95078,TRUE,flexible,Private room,2005,$344 ,$69 ,90,26,0.49,3,1,126
17835,Cozy sunlit 2bed w PRIVATE ROOFTOP in Brooklyn,unconfirmed,Christine,Brooklyn,Bedford-Stuyvesant,40.68679,-73.957,TRUE,strict,Entire home/apt,2016,$344 ,$69 ,1,2,0.06,5,1,0
8728,"Large Light Room for Female, Cat Friendly",unconfirmed,Liora,Queens,Sunnyside,40.74573,-73.92261,TRUE,flexible,Private room,2022,$344 ,$69 ,6,15,0.3,4,1,99
18914,WARM AND CHARMING 2 BED APARTMENT,verified,Lucy,Queens,Ozone Park,40.68285,-73.85248,TRUE,flexible,Entire home/apt,2009,$344 ,$69 ,5,17,0.49,2,1,331
88736,WARM AND CHARMING 2 BED APARTMENT,verified,Lucy,Queens,Ozone Park,40.68285,-73.85248,TRUE,flexible,Entire home/apt,2009,$344 ,$69 ,5,17,0.49,2,1,331
92796,Cozy Midtown Studio,verified,Christine,Manhattan,Murray Hill,40.75066,-73.9804,FALSE,strict,Entire home/apt,2020,$344 ,$69 ,1,5,0.29,3,1,0
76242,Best part of Brooklyn! Large room in Bushwick.,verified,Julian,Brooklyn,Bushwick,40.70342,-73.92829,FALSE,moderate,Private room,2018,$344 ,$69 ,1,15,0.45,1,1,0
41551,BROOKLYN! Chic Williamsburg room + Balcony +Trains,verified,Pete And Chloe,Brooklyn,Williamsburg,40.70847,-73.9491,TRUE,strict,Private room,2011,$344 ,$69 ,1,31,6.46,4,4,116
50612,2 Bedroom Apartment | Front & Wall Street,verified,Front & Wall,Manhattan,Financial District,40.704903,-74.006416,TRUE,moderate,Entire home/apt,2006,$343 ,$69 ,1,15,4.29,4,9,343
90880,Cozy and Cute 1 bdrm in perfect Midtown location,unconfirmed,Kate,Manhattan,Hell's Kitchen,40.76468,-73.9868,FALSE,strict,Entire home/apt,2012,$343 ,$69 ,30,4,0.14,4,1,0
66821,Private room,verified,Shakeel,Queens,Jamaica Hills,40.70853,-73.80117,TRUE,moderate,Private room,2008,$343 ,$69 ,30,1,0.05,2,2,0
46072,HUGE triplex with rooftop and private garden,unconfirmed,Benoit,Brooklyn,Crown Heights,40.67623,-73.93642,FALSE,moderate,Entire home/apt,2016,$343 ,$69 ,3,2,2,3,1,46
44752,Sumptin' Simple on Sumpter,verified,Sofia,Brooklyn,Bedford-Stuyvesant,40.68079,-73.91893,TRUE,flexible,Private room,2020,$343 ,$69 ,1,14,6.36,2,2,249
91047,"Light-filled Apartment in great area, close 2 all!",unconfirmed,Dounia,Brooklyn,Flatbush,40.63192,-73.94734,FALSE,flexible,Entire home/apt,2015,$343 ,$69 ,1,12,0.43,5,1,0
1873,Private Bedroom in a Studio,verified,Anna,Brooklyn,Midwood,40.62908,-73.95965,TRUE,flexible,Private room,2003,$343 ,$69 ,7,1,0.01,5,1,50
31856,Great place by the park with private entrance !!!!,unconfirmed,Jeremy,Queens,Ditmars Steinway,40.77676,-73.92069,TRUE,strict,Entire home/apt,2003,$343 ,$69 ,1,4,0.28,2,1,0
7074,Huge Sunny Private Room in Bushwick,verified,Alec,Brooklyn,Bushwick,40.70206,-73.91342,FALSE,flexible,Private room,2004,$343 ,$69 ,7,1,0.02,1,1,164
57353,Bright 1B just 13 Min To Manhattan,unconfirmed,Fabio,Queens,Sunnyside,40.7459,-73.91796,TRUE,strict,Entire home/apt,2014,$343 ,$69 ,30,5,0.07,4,1,233
33526,Beautiful 1 bedroom in South Midtown Manhattan,unconfirmed,William,Manhattan,Midtown,40.7523,-73.99024,FALSE,moderate,Entire home/apt,2015,$342 ,$68 ,5,7,0.63,2,1,0
13878,Adorable West Village Apartment,unconfirmed,Federica,Manhattan,West Village,40.73492,-74.00457,FALSE,flexible,Entire home/apt,2017,$342 ,$68 ,15,2,0.05,4,1,237
2132,"A GEM Garden Apt on Broadway & 42ST QUEENS, NY",verified,Yiota,Queens,Astoria,40.75751,-73.91678,FALSE,strict,Entire home/apt,2006,$342 ,$68 ,2,260,3.44,2,1,153
83136,"Hrlem Brownstone,By CentralPark.22 min Time Square",unconfirmed,Khalif,Manhattan,Morningside Heights,40.80841,-73.95625,TRUE,moderate,Private room,2004,$342 ,$68 ,3,13,0.59,4,2,61
96459,Beautiful 1 bedroom in South Midtown Manhattan,unconfirmed,William,Manhattan,Midtown,40.7523,-73.99024,TRUE,moderate,Entire home/apt,2015,$342 ,$68 ,5,7,0.63,2,1,0
60549,Private Room for 2,verified,Nate,Brooklyn,Bedford-Stuyvesant,40.69089,-73.93301,FALSE,flexible,Private room,2020,$342 ,$68 ,2,57,1.13,5,6,354
16950,"Amazing flat, stunning views!!, perfect location",verified,Antoine,Brooklyn,Williamsburg,40.71026,-73.96841,TRUE,moderate,Entire home/apt,2014,$342 ,$68 ,1,1,0.03,3,1,157
70308,"A GEM Garden Apt on Broadway & 42ST QUEENS, NY",unconfirmed,Yiota,Queens,Astoria,40.75751,-73.91678,FALSE,flexible,Entire home/apt,2006,$342 ,$68 ,2,260,3.44,2,1,254
80922,"Heart of Bayside, modern 3 Bed 2 bath",unconfirmed,Nancy,Queens,Bayside,40.76304,-73.76948,TRUE,moderate,Entire home/apt,2015,$342 ,$68 ,5,10,0.46,2,1,188
102378,Bushwick Art collective bedroom A,verified,Adam,Brooklyn,Bushwick,40.70563,-73.91853,FALSE,moderate,Private room,2018,$341 ,$68 ,2,6,0.58,2,3,89
59899,"Airy, light-filled, charming and zen duplex",verified,Adena,Brooklyn,Bedford-Stuyvesant,40.68788,-73.95098,TRUE,strict,Entire home/apt,2022,$341 ,$68 ,2,26,1.63,3,2,95
97124,PRIME Location:2min Subway 1min LIRR & NEWLY Built,unconfirmed,Hiroki,Queens,Woodside,40.74446,-73.90466,FALSE,moderate,Private room,2015,$341 ,$68 ,30,5,0.51,2,37,1
43301,Sunny big room in East Williamsburg,unconfirmed,Olga,Brooklyn,Williamsburg,40.71379,-73.94104,TRUE,flexible,Private room,2022,$341 ,$68 ,27,1,0.45,4,1,323
32619,"Stylish, spacious, private 1BR apt in Ditmas Park",unconfirmed,Adam,Brooklyn,Flatbush,40.64314,-73.95705,TRUE,strict,Entire home/apt,2006,$341 ,$68 ,3,10,0.84,2,1,0
70726,Nice cozy apartment by Central Park,unconfirmed,Patricia,Manhattan,Upper East Side,40.77444,-73.95908,FALSE,flexible,Entire home/apt,2009,$341 ,$68 ,2,10,0.2,1,1,345
78902,"Quiet room, view on garden 5m walk from J train",unconfirmed,Fred,Brooklyn,Bedford-Stuyvesant,40.68759,-73.92356,FALSE,flexible,Private room,2004,$341 ,$68 ,1,12,0.42,4,3,0
43384,Charming Room in Clean Apt! Soho!,verified,Jasmine,Manhattan,SoHo,40.72589,-74.00015,FALSE,moderate,Private room,2012,$341 ,$68 ,1,7,2.44,3,10,23
88147,Williamsburg Loft w Large Private Bedroom & Bath,unconfirmed,Brian,Brooklyn,Williamsburg,40.70786,-73.9503,FALSE,moderate,Private room,2017,$341 ,$68 ,2,166,4.68,1,1,8
47034,Small One Bedroom in Manhattan,unconfirmed,Silvia,Manhattan,Upper East Side,40.77842,-73.95026,FALSE,strict,Entire home/apt,2017,$341 ,$68 ,3,1,1,2,1,15
12110,Quiet 1 bdr UWS Apartment,unconfirmed,Thomas,Manhattan,Upper West Side,40.77668,-73.97815,TRUE,strict,Entire home/apt,2014,$340 ,$68 ,1,1,0.02,3,1,351
67667,Cool & Cozy 2B/1BA in prime LES!,unconfirmed,Ivan,Manhattan,Lower East Side,40.72003,-73.98822,FALSE,moderate,Entire home/apt,2010,$340 ,$68 ,3,173,1.98,4,1,4
16221,"COMFY & SECURE NEAR AIRPORT, SHOPPING MALLS & PARK",verified,Jackie,Queens,Corona,40.74332,-73.85469,FALSE,flexible,Private room,2014,$340 ,$68 ,1,45,1.27,3,1,112
53412,Renovated Studio Midtown East,unconfirmed,Evan & Maria,Manhattan,Midtown,40.75378,-73.96655,TRUE,flexible,Shared room,2007,$340 ,$68 ,4,192,1.92,4,2,257
72990,Studio in Amazing UES Location,unconfirmed,Sara,Manhattan,Upper East Side,40.76643,-73.95809,TRUE,strict,Entire home/apt,2022,$340 ,$68 ,1,2,0.05,4,1,0
51752,Private beachfront apartment with ocean view.,verified,Lisa,Queens,Rockaway Beach,40.58389,-73.81757,TRUE,moderate,Entire home/apt,2003,$340 ,$68 ,1,100,5.31,5,1,351
94837,A cozy studio in Chelsea,unconfirmed,Alexander,Manhattan,Chelsea,40.75164,-73.99727,FALSE,moderate,Entire home/apt,2016,$340 ,$68 ,30,2,0.21,2,1,0
65534,20-25 minutes to downtown NYC/30-40 to midtown,verified,Alan,Brooklyn,Bedford-Stuyvesant,40.69654,-73.93648,FALSE,strict,Private room,2018,$340 ,$68 ,30,93,1.39,3,3,76
57642,Travelers Inn,verified,Gurjeet,Queens,Ditmars Steinway,40.77685,-73.90767,FALSE,strict,Entire home/apt,2020,$340 ,$68 ,1,102,4.86,3,1,243
38035,Private Room in Heart of Downtown NYC,unconfirmed,Annette,Manhattan,Financial District,40.70815,-74.00513,TRUE,strict,Private room,2012,$339 ,$68 ,2,4,0.55,4,1,177
26435,STAY HERE! Nice&Quite 1BD in Financial District!,unconfirmed,Andrey,Manhattan,Financial District,40.70949,-74.00973,TRUE,strict,Entire home/apt,2011,$339 ,$68 ,1,103,4.79,2,1,7
52865,Relaxing room near JFK,unconfirmed,Ramneet,Queens,South Ozone Park,40.67119,-73.81247,FALSE,flexible,Private room,2008,$339 ,$68 ,1,130,9.01,4,2,359
47144,Spacious room with balcony near downtown Manhattan,unconfirmed,Stu,Manhattan,Washington Heights,40.8462,-73.93498,TRUE,moderate,Private room,2021,$339 ,$68 ,3,1,1,3,1,112
59539,Cozy NYC 1BR in shared 2BR: NO SMOKING or PARTIES,verified,Brian,Manhattan,Harlem,40.82692,-73.94578,FALSE,moderate,Private room,2006,$339 ,$68 ,1,10,0.95,3,2,0
66433,"@Ferry,2Bedroom/3bed.Private,Renovated/Stylish...",unconfirmed,Mark,Staten Island,Tompkinsville,40.63534,-74.07928,FALSE,strict,Entire home/apt,2019,$339 ,$68 ,30,25,0.9,2,6,365
2928,One very large room two beds,unconfirmed,Yvonne,Brooklyn,Bedford-Stuyvesant,40.68208,-73.9104,TRUE,strict,Private room,2013,$339 ,$68 ,3,2,0.06,5,2,240
56786,Large Clean Private Room in Brooklyn,unconfirmed,Cristina,Brooklyn,Bensonhurst,40.61335,-73.98357,FALSE,moderate,Private room,2016,$339 ,$68 ,3,17,1.45,5,4,342
43134,Eclectic Space for Chill and Creative Energies,unconfirmed,Fana,Brooklyn,Bushwick,40.6916,-73.90713,FALSE,flexible,Private room,2014,$338 ,$68 ,1,6,5,2,1,337
11409,Quaint Midtown Studio,unconfirmed,Heather,Manhattan,Midtown,40.75556,-73.96817,FALSE,moderate,Entire home/apt,2007,$338 ,$68 ,1,3,0.07,4,1,66
71932,Private Room in East Williamsburg,verified,Taylor,Brooklyn,Williamsburg,40.7088,-73.93983,TRUE,strict,Private room,2015,$338 ,$68 ,1,3,0.06,4,1,0
59920,Amazing private studio near public transportation,verified,Pronab,Queens,Holliswood,40.71992,-73.76413,FALSE,flexible,Entire home/apt,2011,$338 ,$68 ,4,17,1.34,2,1,30
10099,Private Room in East Williamsburg,unconfirmed,Taylor,Brooklyn,Williamsburg,40.7088,-73.93983,FALSE,strict,Private room,2015,$338 ,$68 ,1,3,0.06,4,1,113
78824,INCREDIBLE TOWNHOUSE 4 STORIES 5 BEDROOMS 3 BATH,unconfirmed,Vinit,Manhattan,West Village,40.73444,-74.00129,FALSE,flexible,Entire home/apt,2015,$338 ,$68 ,2,93,3.38,2,1,251
55568,"ENTIRE PLACE ALL FOR YOU! Spacious, Sunny, Homey",unconfirmed,Mich,Manhattan,East Village,40.7262,-73.97773,FALSE,moderate,Private room,2008,$338 ,$68 ,5,13,0.98,2,3,326
80413,Gorgeous 1 Bedroom Apartment,unconfirmed,AFI Apartments,Manhattan,Upper East Side,40.77299,-73.95745,FALSE,flexible,Entire home/apt,2009,$338 ,$68 ,30,3,0.14,2,29,327
23373,IDEALLY LOCATED COZY COTTAGE,unconfirmed,Luis,Bronx,Throgs Neck,40.83051,-73.82511,FALSE,flexible,Entire home/apt,2004,$338 ,$68 ,1,266,10.34,4,1,345
59656,Spacious Private Room 10 mins from Manhattan,unconfirmed,Mel,Queens,Sunnyside,40.7456,-73.92533,FALSE,strict,Private room,2006,$338 ,$68 ,13,2,0.75,3,2,47
65383,"hip 2br Loft, a block from Bedford L",verified,Kirill,Brooklyn,Williamsburg,40.71552,-73.95539,FALSE,strict,Entire home/apt,2009,$338 ,$68 ,30,3,0.17,4,1,270
42899,Luxury Miami style apartment,verified,Anthony,Manhattan,East Harlem,40.79583,-73.93328,FALSE,strict,Entire home/apt,2021,$338 ,$68 ,1,11,5.59,4,1,21
4837,Sparkling Brick APT Heart UES +Yoga,verified,Jay,Manhattan,Upper East Side,40.77343,-73.95979,FALSE,strict,Private room,2022,$337 ,$67 ,1,21,0.47,4,2,1
42315,Sonder | Stock Exchange | Unique 1BR + Lounge,unconfirmed,Sonder (NYC),Manhattan,Financial District,40.706,-74.01068,TRUE,moderate,Entire home/apt,2019,$337 ,$67 ,2,10,2.78,5,327,354
